"ID";"SKU";"Title";"Izm";"Price";"Type";\n"1";"13405";"Брусок Лодочка";"шт";"24.70";"Абразивный инструмент>>Бруски шлифовальные"
"199";"6212";"Круг отрезной 230х2,5х32 (Луга)";"шт";"38.80";"Круги отрезные>>Круги по металлу"
"200";"22830";"Круг отрезной 230х3 Bosch";"шт";"100.00";"Круги отрезные>>Круги по металлу"
"201";"23242";"Круг отрезной 230х3,0х22 (RinG)";"шт";"38.00";"Круги отрезные>>Круги по металлу"
"202";"22725";"Круг отрезной 230х3,2х22 23А";"шт";"40.00";"Круги отрезные>>Круги по металлу"
"203";"761";"Круг отрезной 230х3х22 (Луга)";"шт";"46.80";"Круги отрезные>>Круги по металлу"
"204";"1700";"Круг отрезной 230х3х32 (Луга)";"шт";"39.00";"Круги отрезные>>Круги по металлу"
"205";"15724";"Круг отрезной 250х1,6х32 14А 16Т влк.";"шт";"42.95";"Круги отрезные>>Круги по металлу"
"206";"9366";"Круг отрезной 250х3х22 (Луга)";"шт";"35.55";"Круги отрезные>>Круги по металлу"
"207";"7516";"Круг отрезной 250х3х32 (Луга)";"шт";"39.15";"Круги отрезные>>Круги по металлу"
"208";"23323";"Круг отрезной 300х3,0х32 (ЗУБР)";"шт";"81.00";"Круги отрезные>>Круги по металлу"
"209";"18124";"Круг отрезной 300х3,2х32 80 СТ БУ";"шт";"89.00";"Круги отрезные>>Круги по металлу"
"210";"11864";"Круг отрезной 300х3,5х32 (Луга)";"шт";"46.60";"Круги отрезные>>Круги по металлу"
"211";"19293";"Круг отрезной 300х3х22 (2сетки) (Луга)";"шт";"49.95";"Круги отрезные>>Круги по металлу"
"212";"5233";"Круг отрезной 300х3х22 (Луга)";"шт";"56.00";"Круги отрезные>>Круги по металлу"
"213";"16273";"Круг отрезной 300х3х32 (2сетки) (Луга)";"шт";"60.65";"Круги отрезные>>Круги по металлу"
"214";"6077";"Круг отрезной 300х3х32 (RinG)";"шт";"70.00";"Круги отрезные>>Круги по металлу"
"215";"7777";"Круг отрезной 300х3х32 (Луга)";"шт";"58.50";"Круги отрезные>>Круги по металлу"
"216";"8182";"Круг отрезной 300х3х32 14А 63Н (Резолит)";"шт";"41.80";"Круги отрезные>>Круги по металлу"
"217";"21154";"Круг отрезной 350х3,0х25,4 (RinG)";"шт";"107.40";"Круги отрезные>>Круги по металлу"
"218";"20148";"Круг отрезной 355х3,2х25,4";"шт";"87.80";"Круги отрезные>>Круги по металлу"
"219";"20147";"Круг отрезной 355х3,5х25,4";"шт";"106.35";"Круги отрезные>>Круги по металлу"
"220";"20857";"Круг отрезной 355х3,5х25,4 (2 сетки)";"шт";"95.80";"Круги отрезные>>Круги по металлу"
"221";"20146";"Круг отрезной 355х3х25,4";"шт";"73.32";"Круги отрезные>>Круги по металлу"
"222";"24102";"Круг отрезной 355х4х25,4";"шт";"134.00";"Круги отрезные>>Круги по металлу"
"223";"23324";"Круг отрезной 400х3,5х32 (ЗУБР)";"шт";"148.00";"Круги отрезные>>Круги по металлу"
"224";"5568";"Круг отрезной 400х4х32 (RinG)";"шт";"143.00";"Круги отрезные>>Круги по металлу"
